Campaign,"Campaign Type","Campaign Daily Budget",Networks,Keyword,"Match Type","Headline 1","Headline 2","Headline 3","Headline 4","Headline 5","Headline 6","Headline 7","Headline 8","Headline 9","Headline 10","Headline 11","Headline 12","Headline 13","Headline 14","Headline 15","Description 1","Description 2","Description 3","Description 4","Final URL","Path 1","Path 2"
"site.pro — website_builder — b2c — en",Search,,"Google search","best website builder",Broad,"Build Your Site","site.pro Builder",,,,,,,,,,,,,,"Create a website with site.pro.",,,,https://site.pro/website-builder,website-builder,
